phenotype_id,phenotype,CPRD,ICD,OPCS,name_portal,implementation,group,is_cancer,is_adult,file_stem,primary_care_code_lists,secondary_care_code_lists,death,case_note_review,ehr_sources,prognosis,genetic,cross_country,publications,type,status,date,modified_date,author,sex,valid_event_data_range,validation,clinical_terminologies,,data_sources,,version
PHE00141,Male infertility,CPRD_male_infertility.csv,ICD_male_infertility.csv,,Male Infertility,"At the specified date, a patient is defined as having had 'Male infertility' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Male infertility' diagnosis or history of diagnosis during a consultation 
OR
2. 'Male infertility' possible diagnosis during a consultation IF patient = male
OR
Secondary care
1. ALL diagnoses of 'Male infertility' or history of diagnosis during a hospitalization",Genitourinary,0,1,male_infertility,CPRD_male_infertility.csv,ICD_male_infertility.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-144",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00142,Meniere disease,CPRD_meniere.csv,ICD_meniere.csv,,Menieres Disease,"At the specified date, a patient is defined as having had Ménière's disease IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Ménière's disease diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Ménière's disease or history of diagnosis during a hospitalization",Ear,0,1,meniere,CPRD_meniere.csv,ICD_meniere.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-145",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00143,Meningitis,,ICD_meningitis.csv,,Meningitis,"At the specified date, a patient is defined as having had 'Meningitis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of 'Meningitis' or history of diagnosis during a hospitalization",Infections,0,1,meningitis,,ICD_meningitis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-146",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00144,Menorrhagia and polymenorrhoea,CPRD_menorrhagia.csv,ICD_menorrhagia.csv,,Menorrhagia,"At the specified date, a patient is defined as having had 'Menorrhagia and polymenorrhoea' and polymenorrhoea IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Menorrhagia and polymenorrhoea' and polymenorrhoea diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Menorrhagia and polymenorrhoea' and polymenorrhoea or history of diagnosis during a hospitalization",Genitourinary,0,1,menorrhagia,CPRD_menorrhagia.csv,ICD_menorrhagia.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-147",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00145,Migraine,CPRD_migraine.csv,ICD_migraine.csv,,Migraine,"At the specified date, a patient is defined as having had 'Migraine' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Migraine' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Migraine' or history of diagnosis during a hospitalization",Neurological,0,1,migraine,CPRD_migraine.csv,ICD_migraine.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-148",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00146,Monoclonal gammopathy of undetermined significance (MGUS),CPRD_MGUS.csv,ICD_MGUS.csv,,Monoclonal Gammopathy of Unknown Significance,"At the specified date, a patient is defined as having had Monoclonal gammopathy of undetermined significance (MGUS) IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Monoclonal gammopathy of undetermined significance (MGUS) diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Monoclonal gammopathy of undetermined significance (MGUS) or history of diagnosis during a hospitalization",Cancers,0,1,MGUS,CPRD_MGUS.csv,ICD_MGUS.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-149",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00147,Motor neuron disease,CPRD_MND.csv,ICD_MND.csv,,Motor Neurone Disease,"At the specified date, a patient is defined as having had motor neuron disease IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Motor neuron disease diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of motor neuron disease or history of diagnosis during a hospitalization",Neurological,0,1,MND,CPRD_MND.csv,ICD_MND.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-150",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00148,Multiple myeloma and malignant plasma cell neoplasms,CPRD_plasmacell.csv,ICD_plasmacell.csv,,Plasma Cell Malignancy,"At the specified date, a patient is defined as having had Multiple myeloma and malignant plasma cell neoplasms IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Multiple myeloma and malignant plasma cell neoplasms diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Multiple myeloma and malignant plasma cell neoplasms or history of diagnosis during a hospitalization",Cancers,1,1,plasmacell,CPRD_plasmacell.csv,ICD_plasmacell.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-151",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00149,Multiple sclerosis,CPRD_MS.csv,ICD_MS.csv,,Multiple Sclerosis,"At the specified date, a patient is defined as having had 'Multiple sclerosis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Multiple sclerosis' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Multiple sclerosis' or history of diagnosis during a hospitalization",Neurological,0,1,MS,CPRD_MS.csv,ICD_MS.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-152",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00150,Multiple valve dz,CPRD_mult_valve.csv,ICD_mult_valve.csv,,Multiple valve disease,"At the specified date, a patient is defined as having had 'Multiple valve dz' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Multiple valve dz' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Multiple valve dz' or history of diagnosis during a hospitalization",Cardiovascular,0,1,mult_valve,CPRD_mult_valve.csv,ICD_mult_valve.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-153",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00151,Myasthenia gravis,CPRD_myasthenia.csv,ICD_myasthenia.csv,,Myasthenia Gravis,"At the specified date, a patient is defined as having had 'Myasthenia gravis' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Myasthenia gravis' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Myasthenia gravis' or history of diagnosis during a hospitalization",Neurological,0,1,myasthenia,CPRD_myasthenia.csv,ICD_myasthenia.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-154",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00152,Mycoses,,ICD_mycoses.csv,,Fungal Infection,"At the specified date, a patient is defined as having had Mycoses IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Secondary care
1. ALL diagnoses of Mycoses or history of diagnosis during a hospitalization",Infections,0,1,mycoses,0,ICD_mycoses.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-155",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00153,Myelodysplastic syndromes,CPRD_MDS.csv,ICD_MDS.csv,,Myelodysplastic Syndrome,"At the specified date, a patient is defined as having had 'Myelodysplastic syndromes' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Myelodysplastic syndromes' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Myelodysplastic syndromes' or history of diagnosis during a hospitalization",Cancers,1,1,MDS,CPRD_MDS.csv,ICD_MDS.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-156",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00154,Myocardial infarction,CPRD_myocardial_infarction.csv,ICD_myocardial_infarction.csv,,Myocardial infarction,"Use MODIFIED CALIBER 'Myocardial infarction' phenotyping algorithm:

At the specified date, a patient is considered to have had a 'Myocardial infarction' IF they meet any of the criteria below on or before the specified date. 

The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date. 
1.	Primary care diagnosis of MI: myo_infarct_gprd: category 1, category 2, category 3,  category 4, category 5, category 6, category 7
2.	Secondary care diagnosis of MI: myo_infarct_hes: category 1, category 5, category 6, category 7
3.	Secondary care procedure code for coronary thrombolysis: lysis_opcs category 2",Cardiovascular,0,1,myocardial_infarction,CPRD_myocardial_infarction.csv,ICD_myocardial_infarction.csv,ICD_myocardial_infarction.csv,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-157",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00155,Nasal polyp,CPRD_nasal_polyp.csv,ICD_nasal_polyp.csv,,Nasal Polyps,"At the specified date, a patient is defined as having had Nasal polyp IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Nasal polyp diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of Nasal polyp or history of diagnosis during a hospitalization",Respiratory,0,1,nasal_polyp,CPRD_nasal_polyp.csv,ICD_nasal_polyp.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-158",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00156,Neonatal jaundice (excl haemolytic dz of the newborn),CPRD_neo_jaundice.csv,ICD_neo_jaundice.csv,,Neonatal Jaundice,"At the specified date, a patient is defined as having had 'Neonatal jaundice (excl haemolytic dz of the newborn)' (excl haemolytic dz of the newborn) IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Neonatal jaundice (excl haemolytic dz of the newborn)' (excl haemolytic dz of the newborn) diagnosis or history of diagnosis during a consultation AND IF the patient is aged < 1y at the first event date
OR
Secondary care
1. ALL diagnoses of  'Neonatal jaundice (excl haemolytic dz of the newborn)' (excl haemolytic dz of the newborn) or history of diagnosis during a hospitalization AND IF the patient is aged < 1y at the first event date",Perinatal ,0,0,neo_jaundice,CPRD_neo_jaundice.csv,ICD_neo_jaundice.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-159",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00157,Neuromuscular dysfunction of bladder,CPRD_neuro_bladder.csv,ICD_neuro_bladder.csv,,Neuropahtic Bladder,"At the specified date, a patient is defined as having had Neuromuscular dysfunction of bladder IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Neuromuscular dysfunction of bladder diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Neuromuscular dysfunction of bladder or history of diagnosis during a hospitalization",Genitourinary,0,1,neuro_bladder,CPRD_neuro_bladder.csv,ICD_neuro_bladder.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-160",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00158,Non-Hodgkin Lymphoma,CPRD_NHL.csv,ICD_NHL.csv,,Non-Hodgkin Lymphoma,"At the specified date, a patient is defined as having had 'Non-Hodgkin Lymphoma' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Non-Hodgkin Lymphoma' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Non-Hodgkin Lymphoma' or history of diagnosis during a hospitalization",Cancers,1,1,NHL,CPRD_NHL.csv,ICD_NHL.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-161",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00159,Non-acute cystitis,CPRD_chr_cystitis.csv,ICD_chr_cystitis.csv,,Chronic Cystitis,"At the specified date, a patient is defined as having had Non-acute cystitis IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Non-acute cystitis diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Non-acute cystitis or history of diagnosis during a hospitalization",Genitourinary,0,1,chr_cystitis,CPRD_chr_cystitis.csv,ICD_chr_cystitis.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-162",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00160,Nonrheumatic aortic valve disorders,CPRD_nonRh_aortic.csv,ICD_nonRh_aortic.csv,,Nonrheumatic aortic valve disorders,"At the specified date, a patient is defined as having had 'Nonrheumatic aortic valve disorders' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Nonrheumatic aortic valve disorders' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Nonrheumatic aortic valve disorders' or history of diagnosis during a hospitalization",Cardiovascular,0,1,nonRh_aortic,CPRD_nonRh_aortic.csv,ICD_nonRh_aortic.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-163",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00161,Nonrheumatic mitral valve disorders,CPRD_nonRh_mitral.csv,ICD_nonRh_mitral.csv,,Nonrheumatic mitral valve disorders,"At the specified date, a patient is defined as having had 'Nonrheumatic mitral valve disorders' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Nonrheumatic mitral valve disorders' diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Nonrheumatic mitral valve disorders' or history of diagnosis during a hospitalization",Cardiovascular,0,1,nonRh_mitral,CPRD_nonRh_mitral.csv,ICD_nonRh_mitral.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-164",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00162,Obesity,CPRD_obesity.csv,ICD_obesity.csv,,Obesity,"At the specified date, a patient is defined as having had 'Obesity' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Obesity' diagnosis or history of diagnosis or procedure during a consultation 
OR
2. IF  enttype = 13 (Weight) available on or before specified date AND data3 not missing, BMI = data3. If BMI > 30, patient is defined as having had 'Obesity'.
OR
3. If enttype = 13 (Weight) available on or before specified date AND data3 missing, BMI = data1 (enttype 13) /(data2 ^2) (enttype 14 = Height). If BMI > 30, patient is defined as having had 'Obesity'. IF height not available on same eventdate as weight, use most recent height for age > 18 years.
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Obesity' or history of diagnosis during a hospitalization",Endocrine,0,1,obesity,CPRD_obesity.csv,ICD_obesity.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-165",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00163,Obsessive-compulsive disorder,CPRD_ocd.csv,ICD_ocd.csv,,Obsessive-compulsive disorder,"At the specified date, a patient is defined as having had 'Obsessive-compulsive disorder' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Obsessive-compulsive disorder' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Obsessive-compulsive disorder' or history of diagnosis during a hospitalization",Psychiatric,0,1,ocd,CPRD_ocd.csv,ICD_ocd.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-166",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00164,Obstructive and reflux uropathy,CPRD_obstr_reflux.csv,ICD_obstr_reflux.csv,,Obstructive and reflux uropathy,"At the specified date, a patient is defined as having had 'Obstructive and reflux uropathy' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Obstructive and reflux uropathy' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Obstructive and reflux uropathy' or history of diagnosis during a hospitalization",Genitourinary,0,1,obstr_reflux,CPRD_obstr_reflux.csv,ICD_obstr_reflux.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-167",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00165,Oesophageal varices,CPRD_varices.csv,ICD_varices.csv,OPCS_varices.csv,Oesophageal varices,"At the specified date, a patient is defined as having had 'Oesophageal varices' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Oesophageal varices' diagnosis or history of diagnosis or procedure during a consultation 
OR
Secondary care
1. ALL diagnoses of 'Oesophageal varices' or history of diagnosis during a hospitalization
OR
Secondary care (OPCS4)
1. ALL procedures for 'Oesophageal varices' during a hospitalization",Digestive,0,1,varices,CPRD_varices.csv,"ICD_varices.csv,OPCS_varices.csv",,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-168",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00166,Oesophagitis and oesophageal ulcer,CPRD_oesoph_ulc.csv,ICD_oesoph_ulc.csv,,Oesophageal Ulcer,"At the specified date, a patient is defined as having had Oesophagitis and 'Oesophagitis and oesophageal ulcer' IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. Oesophagitis and 'Oesophagitis and oesophageal ulcer' diagnosis or history of diagnosis during a consultation 
OR
Secondary care
1. ALL diagnoses of Oesophagitis and 'Oesophagitis and oesophageal ulcer' or history of diagnosis during a hospitalization",Digestive,0,1,oesoph_ulc,CPRD_oesoph_ulc.csv,ICD_oesoph_ulc.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-169",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
PHE00167,Osteoarthritis (excl spine),CPRD_OA.csv,ICD_OA.csv,,Osteoarthritis,"At the specified date, a patient is defined as having had 'Osteoarthritis (excl spine)' (excl spine) IF they meet the criteria for any of the following on or before the specified date. The earliest date on which the individual meets any of the following criteria on or before the specified date is defined as the first event date:

Primary care
1. 'Osteoarthritis (excl spine)' (excl spine) diagnosis or history of diagnosis during a consultation 
OR
Secondary care (ICD10)
1. ALL diagnoses of 'Osteoarthritis (excl spine)' (excl spine) or history of diagnosis during a hospitalization",Musculoskeletal ,0,1,OA,CPRD_OA.csv,ICD_OA.csv,,,,,,,,Disease or Syndrome,DRAFT,23/11/2012,23/11/2012,"Julie George, Emily Herrett, Liam Smeeth, Harry Hemingway, Anoop Shah, Spiros Denaxas",Female/Male,01/01/1999 - 01/07/2016,"cross-source, casenote, aetiology, prognosis, genetic external","Read, ICD-10, ICD-9, OPCS-170",,"Primary care (CPRD), Hospital Admission Data (HES), Mortality Data (ONS)",,Revision 2
